N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
0.7717717717717718,0.4122137404580153,0.4564362468151102,0.48623853211009166,0.8533333333333332,0.5042735042735043,0.48769829870088416,0.27941176470588236,0.03481624758220503,0.31840796019900497,0.10553814002089863,0.6061633281972265,0.5042735042735044,1.0
0.47147147147147145,0.32824427480916035,0.4477124183006536,0.5412844036697243,0.5466666666666666,0.4615384615384616,0.48769829870088416,0.25,0.02514506769825919,0.5273631840796018,0.09822361546499477,0.6061633281972265,0.46153846153846156,0.0
0.45345345345345345,0.19847328244274812,0.2238562091503268,0.4403669724770643,0.7466666666666667,0.5811965811965812,0.48769829870088416,0.16176470588235295,0.059961315280464215,0.30845771144278605,0.11128526645768026,0.6061633281972265,0.5811965811965812,0.0
0.9429429429429429,0.3511450381679389,0.46568627450980393,0.6146788990825683,0.4266666666666667,0.5042735042735043,0.9858757062146892,0.23529411764705885,0.09477756286266925,0.1492537313432836,0.10710553814002091,0.6061633281972265,0.5042735042735044,1.0
0.5105105105105106,0.4122137404580153,0.5522875816993464,0.4220183486238529,0.5733333333333334,0.43589743589743596,0.48769829870088416,0.17647058823529413,0.08413926499032884,0.12437810945273631,0.08672936259143155,0.7727272727272727,0.4358974358974359,0.0
0.5855855855855856,0.4122137404580153,0.5522875816993464,0.568807339449541,0.7200000000000001,0.6239316239316239,0.5338983050847458,0.36764705882352944,0.0725338491295938,0.7363184079601989,0.13375130616509925,0.6022727272727274,0.6239316239316239,0.0
0.47147147147147145,0.36641221374045807,0.7418300653594772,0.41284403669724756,0.2933333333333333,0.7692307692307693,0.48769829870088416,0.2941176470588236,0.06866537717601548,0.6666666666666665,0.15726227795193312,0.6061633281972265,0.7692307692307693,0.0
0.6786786786786787,0.4122137404580153,0.29248366013071897,0.34862385321100886,0.44,0.5299145299145299,1.0,0.3088235294117648,0.03481624758220503,0.6218905472636815,0.10658307210031348,0.6061633281972265,0.5299145299145299,1.0
0.47147147147147145,0.1603053435114504,0.5522875816993464,0.4036697247706423,0.8533333333333332,0.4871794871794873,0.48769829870088416,0.2941176470588236,0.024177949709864605,0.716417910447761,0.12121212121212123,0.6061633281972265,0.4871794871794873,0.0
0.5855855855855856,0.2137404580152672,0.39705882352941174,0.3027522935779815,0.5733333333333334,0.43589743589743596,0.48769829870088416,0.2647058823529412,0.022243713733075435,0.5721393034825869,0.10449320794148378,0.7727272727272727,0.4358974358974359,0.0
0.35735735735735735,0.8897149723790343,0.5343137254901961,0.5063805525320063,0.5066666666666666,0.39316239316239326,0.48769829870088416,0.1911764705882353,0.016441005802707933,0.5273631840796018,0.15151515151515152,0.6061633281972265,0.3931623931623931,1.0
0.3963963963963964,0.1603053435114504,0.5522875816993464,0.605504587155963,0.4266666666666667,0.3162393162393163,0.48769829870088416,0.9705882352941176,0.024177949709864605,0.5223880597014924,0.13636363636363638,0.6061633281972265,0.3162393162393163,0.0
0.5105105105105106,0.4122137404580153,0.8790849673202614,0.4770642201834863,0.5199999999999999,0.4871794871794873,0.48769829870088416,0.5863575938850116,0.015473887814313346,0.9452736318407958,0.1948798328108673,0.931818181818182,0.4871794871794873,0.0
0.26426426426426425,0.2137404580152672,0.29248366013071897,0.4220183486238529,0.6933333333333334,0.5811965811965812,0.48769829870088416,0.44117647058823534,0.010638297872340427,0.6218905472636815,0.19122257053291536,0.6061633281972265,0.5811965811965812,1.0
0.5645645645645646,0.4122137404580153,0.7761437908496732,0.5779816513761463,0.30666666666666664,0.6239316239316239,0.48769829870088416,0.5588235294117647,0.02127659574468085,0.6666666666666665,0.13270637408568442,0.6061633281972265,0.6239316239316239,0.0
0.3033033033033033,0.3969465648854961,0.4820261437908497,0.4587155963302749,0.30666666666666664,0.6495726495726496,0.48769829870088416,0.4264705882352941,0.016441005802707933,0.9104477611940297,0.14472309299895506,0.6022727272727274,0.6495726495726497,0.0
0.47147147147147145,0.3816793893129771,0.6372549019607843,0.4403669724770643,0.46666666666666673,0.7692307692307693,0.9858757062146892,0.5588235294117647,0.02514506769825919,0.6865671641791044,0.15935214211076282,0.6061633281972265,0.7692307692307693,0.0
0.26426426426426425,0.4122137404580153,0.5866013071895425,0.6146788990825683,0.8799999999999999,0.3675213675213676,0.4632768361581921,0.5863575938850116,0.013539651837524177,0.6616915422885571,0.25914315569487983,0.6061633281972265,0.36752136752136755,0.0
0.3963963963963964,0.5954198473282442,0.7941176470588235,0.4770642201834863,0.49333333333333323,0.8632478632478633,0.9576271186440677,0.7647058823529412,0.06866537717601548,0.5273631840796018,0.3437826541274817,0.6704545454545456,0.8632478632478633,0.0
0.26426426426426425,0.3511450381679389,0.6372549019607843,0.532110091743119,0.6933333333333334,0.3760683760683761,0.48769829870088416,0.3235294117647059,0.07156673114119923,0.9054726368159202,0.23667711598746077,0.6061633281972265,0.376068376068376,0.0
0.47147147147147145,0.4122137404580153,0.24183006535947713,0.5137614678899075,0.32,0.7948717948717949,0.48769829870088416,0.35294117647058826,0.05802707930367506,0.6666666666666665,0.25444096133751304,0.6061633281972265,0.7948717948717949,0.0
0.7357357357357357,0.43511450381679384,0.7418300653594772,0.41284403669724756,0.3733333333333333,0.7435897435897436,0.48769829870088416,0.4558823529411765,0.04835589941972921,0.935323383084577,0.26332288401253917,0.6061633281972265,0.7435897435897437,1.0
0.7177177177177178,0.2137404580152672,0.1895424836601307,0.6238532110091736,0.49333333333333323,0.5299145299145299,0.9858757062146892,0.16176470588235295,0.08220502901353967,0.4129353233830846,0.12277951933124347,0.6061633281972265,0.5299145299145299,1.0
0.47147147147147145,0.3129770992366412,0.3627450980392157,0.5412844036697243,0.49333333333333323,0.6239316239316239,0.5621468926553672,0.16176470588235295,0.0725338491295938,0.417910447761194,0.10658307210031348,0.6061633281972265,0.6239316239316239,0.0
0.26426426426426425,0.3969465648854961,0.8104575163398693,0.4770642201834863,0.5733333333333334,0.717948717948718,0.8446327683615819,0.17647058823529413,0.07833655705996131,0.5273631840796018,0.11128526645768026,0.6061633281972265,0.717948717948718,0.0
0.26426426426426425,0.4122137404580153,0.3790849673202614,0.6330275229357798,0.5066666666666666,0.7948717948717949,0.943502824858757,0.2647058823529412,0.08123791102514508,0.5472636815920396,0.10710553814002091,0.6061633281972265,0.7948717948717949,0.0
0.0960960960960961,0.3816793893129771,0.4477124183006536,0.37614678899082554,0.41333333333333333,0.8205128205128206,0.731638418079096,0.1911764705882353,0.0793036750483559,0.47263681592039797,0.11703239289446186,0.6061633281972265,0.8205128205128205,1.0
0.17117117117117117,0.4122137404580153,0.6372549019607843,0.4311926605504582,0.30666666666666664,0.5555555555555556,0.4632768361581921,0.16176470588235295,0.07156673114119923,0.3980099502487562,0.10710553814002091,0.7727272727272727,0.5555555555555556,0.0
0.5915848051441273,0.3129770992366412,0.24183006535947713,0.5596330275229356,0.2933333333333333,0.8376068376068377,0.943502824858757,0.16176470588235295,0.06286266924564797,0.47263681592039797,0.09874608150470218,0.6061633281972265,0.8376068376068376,1.0
0.11411411411411411,0.32824427480916035,0.7075163398692811,0.4587155963302749,0.32,0.7692307692307693,0.8799435028248587,0.16176470588235295,0.055125725338491305,0.46766169154228854,0.11285266457680251,0.6061633281972265,0.7692307692307693,2.0
0.5915848051441273,0.183206106870229,0.7941176470588235,0.3853211009174309,0.11999999999999995,0.8205128205128206,0.8587570621468926,0.1470588235294118,0.053191489361702135,0.4129353233830846,0.14472309299895506,0.6061633281972265,0.8205128205128205,0.0
0.018018018018018018,0.36641221374045807,0.3627450980392157,0.33027522935779824,0.6266666666666667,0.6239316239316239,0.7457627118644067,0.23529411764705885,0.07156673114119923,0.39303482587064675,0.13270637408568442,0.6061633281972265,0.6239316239316239,0.0
0.0,0.4122137404580153,0.4133986928104575,0.36697247706422026,0.18666666666666668,0.6239316239316239,0.7740112994350282,0.5294117647058824,0.0367504835589942,0.3980099502487562,0.1091954022988506,0.6061633281972265,0.6239316239316239,1.0
0.5915848051441273,0.3511450381679389,0.3790849673202614,0.4036697247706423,0.3733333333333333,0.7008547008547009,0.576271186440678,0.3382352941176471,0.1044487427466151,0.8059701492537312,0.25496342737722044,0.6061633281972265,0.7008547008547009,0.0
0.5915848051441273,0.3969465648854961,0.6029411764705882,0.3394495412844035,0.30666666666666664,0.5811965811965812,0.943502824858757,0.573529411764706,0.013539651837524177,0.8208955223880595,0.11859979101358412,0.6061633281972265,0.5811965811965812,0.0
0.0960960960960961,0.32824427480916035,0.46568627450980393,0.6146788990825683,0.32,0.43589743589743596,0.48769829870088416,0.7205882352941178,0.013539651837524177,0.7512437810945273,0.13322884012539185,0.6061633281972265,0.4358974358974359,1.0
0.11411411411411411,0.36641221374045807,0.7941176470588235,0.5137614678899075,0.22666666666666666,0.5811965811965812,0.48769829870088416,0.17647058823529413,0.051257253384912965,0.6666666666666665,0.1206896551724138,0.6061633281972265,0.5811965811965812,0.0
0.2822822822822823,0.32824427480916035,0.6552287581699346,0.5596330275229356,0.45333333333333337,0.7008547008547009,0.48769829870088416,0.44117647058823534,0.02901353965183753,0.7960199004975123,0.3077324973876698,0.6061633281972265,0.7008547008547009,0.0
0.4894894894894895,0.43511450381679384,0.8104575163398693,0.5779816513761463,0.64,0.6495726495726496,0.48769829870088416,0.3382352941176471,0.024177949709864605,0.716417910447761,0.4921630094043887,0.6061633281972265,0.6495726495726497,1.0
0.6966966966966966,0.2137404580152672,0.3790849673202614,0.4770642201834863,0.3466666666666667,0.6068376068376069,0.48769829870088416,0.36764705882352944,0.028046421663442945,0.6218905472636815,0.18756530825496343,0.6061633281972265,0.6068376068376069,1.0
0.6426426426426426,0.4961832061068702,0.4133986928104575,0.5137614678899075,0.30666666666666664,0.5811965811965812,1.0,0.2941176470588236,0.03868471953578337,0.6567164179104477,0.14472309299895506,0.6061633281972265,0.5811965811965812,1.0
0.7537537537537538,0.3129770992366412,0.46568627450980393,0.4587155963302749,0.2933333333333333,0.5042735042735043,0.48769829870088416,0.23529411764705885,0.024177949709864605,0.46268656716417905,0.13584117032392895,0.6061633281972265,0.5042735042735044,1.0
0.5285285285285285,0.3511450381679389,0.20588235294117646,0.605504587155963,0.14666666666666664,0.5555555555555556,0.7528248587570622,0.5863575938850116,0.018375241779497103,0.47263681592039797,0.12121212121212123,0.6061633281972265,0.5555555555555556,0.0
0.7717717717717718,0.1603053435114504,0.1715686274509804,0.568807339449541,0.48000000000000004,0.43589743589743596,0.7740112994350282,0.573529411764706,0.04545454545454546,0.5223880597014924,0.1400208986415883,0.6061633281972265,0.4358974358974359,1.0
0.8288288288288288,0.2290076335877863,0.4820261437908497,0.41284403669724756,0.16,0.6068376068376069,0.48769829870088416,0.6323529411764707,0.04255319148936171,0.5323383084577114,0.11285266457680251,0.6061633281972265,0.6068376068376069,1.0
0.6036036036036037,0.1603053435114504,0.2761437908496732,0.5779816513761463,0.5599999999999999,0.6752136752136753,0.7810734463276835,0.7205882352941178,0.04158607350096712,0.46766169154228854,0.3991640543364681,0.6061633281972265,0.6752136752136753,1.0
0.4894894894894895,0.1450381679389313,0.3627450980392157,0.5412844036697243,0.35999999999999993,0.5555555555555556,0.788135593220339,0.8235294117647061,0.028046421663442945,0.46268656716417905,0.3970741901776384,0.6061633281972265,0.5555555555555556,0.0
0.43543543543543545,0.19847328244274812,0.46568627450980393,0.5596330275229356,0.22666666666666666,0.5042735042735043,0.731638418079096,0.3088235294117648,0.026112185686653775,0.4079601990049751,0.09299895506792057,0.6061633281972265,0.5042735042735044,0.0
0.5915848051441273,0.2290076335877863,0.5866013071895425,0.3394495412844035,0.68,0.6239316239316239,0.7457627118644067,0.44117647058823534,0.03191489361702128,0.517412935323383,0.09822361546499477,0.6061633281972265,0.6239316239316239,0.0
0.057057057057057055,0.29770992366412213,0.39705882352941174,0.5045871559633023,0.3466666666666667,0.5811965811965812,0.7810734463276835,0.36764705882352944,0.02707930367504836,0.4825870646766169,0.10397074190177638,0.6061633281972265,0.5811965811965812,0.0
0.3963963963963964,0.3511450381679389,0.2761437908496732,0.5596330275229356,0.44,0.5811965811965812,0.788135593220339,0.44117647058823534,0.0309477756286267,0.46268656716417905,0.40020898641588293,0.6061633281972265,0.5811965811965812,0.0
0.5915848051441273,0.267175572519084,0.3790849673202614,0.48623853211009166,0.5333333333333333,0.43589743589743596,0.6892655367231638,0.6029411764705882,0.04061895551257254,0.38308457711442784,0.09874608150470218,0.6061633281972265,0.4358974358974359,0.0
0.24624624624624625,0.19847328244274812,0.7075163398692811,0.3211009174311921,0.68,0.4871794871794873,0.731638418079096,0.4558823529411765,0.08317214700193425,0.8059701492537312,0.22570532915360497,0.6061633281972265,0.4871794871794873,0.0
0.33933933933933935,0.36641221374045807,0.4820261437908497,0.33027522935779824,0.38666666666666666,0.5555555555555556,0.8446327683615819,0.4117647058823529,0.3104448742746615,0.7512437810945273,0.54858934169279,0.6061633281972265,0.5555555555555556,0.0
0.3963963963963964,0.3969465648854961,0.46568627450980393,0.2477064220183489,0.7066666666666667,0.6068376068376069,0.675141242937853,0.44117647058823534,0.19148936170212766,0.7114427860696516,0.13793103448275862,0.6061633281972265,0.6068376068376069,0.0
0.7357357357357357,0.19847328244274812,0.34477124183006536,0.34862385321100886,0.3466666666666667,0.5555555555555556,0.9152542372881355,0.5147058823529412,0.037717601547388784,0.562189054726368,0.1264367816091954,0.6061633281972265,0.5555555555555556,1.0
0.45345345345345345,0.2137404580152672,0.05065359477124183,0.5045871559633023,0.5733333333333334,0.6239316239316239,0.1807909604519774,0.5441176470588236,0.05415860735009672,0.5323383084577114,0.19070010449320793,0.6061633281972265,0.6239316239316239,0.0
0.5915848051441273,0.1603053435114504,0.39705882352941174,0.4678899082568802,0.2933333333333333,0.6068376068376069,0.9788135593220338,0.6029411764705882,0.028046421663442945,0.5572139303482586,0.13113897596656218,0.6061633281972265,0.6068376068376069,0.0
0.018018018018018018,0.282442748091603,0.29248366013071897,0.4587155963302749,0.49333333333333323,0.6752136752136753,0.5903954802259886,0.5882352941176471,0.04158607350096712,0.5422885572139302,0.18547544409613376,0.6061633281972265,0.6752136752136753,0.0
0.24624624624624625,0.4122137404580153,0.3627450980392157,0.605504587155963,0.30666666666666664,0.5555555555555556,0.8728813559322034,0.5588235294117647,0.09574468085106383,0.5771144278606964,0.13845350052246602,0.6061633281972265,0.5555555555555556,0.0
0.057057057057057055,0.3969465648854961,0.1895424836601307,0.49541284403669694,0.5733333333333334,0.5811965811965812,0.5480225988700566,0.44117647058823534,0.18471953578336558,0.46766169154228854,0.1426332288401254,0.6061633281972265,0.5811965811965812,0.0
0.6606606606606606,0.3129770992366412,0.2761437908496732,0.4036697247706423,0.5466666666666666,0.4871794871794873,0.48769829870088416,0.5147058823529412,0.09381044487427466,0.47263681592039797,0.13845350052246602,0.6061633281972265,0.4871794871794873,1.0
0.8288288288288288,0.3511450381679389,0.29248366013071897,0.3119266055045868,0.04,0.39316239316239326,0.48769829870088416,0.661764705882353,0.18085106382978725,0.7910447761194028,0.17345872518286312,0.6061633281972265,0.3931623931623931,1.0
0.9039039039039038,0.43511450381679384,0.3790849673202614,0.49541284403669694,0.24,0.5299145299145299,0.48769829870088416,0.6029411764705882,0.1789168278529981,0.5820895522388059,0.13897596656217345,0.6061633281972265,0.5299145299145299,1.0
0.5915848051441273,0.4122137404580153,0.6895424836601307,0.49541284403669694,0.68,0.4871794871794873,0.9364406779661016,0.5588235294117647,0.08220502901353967,0.47761194029850745,0.1839080459770115,0.6061633281972265,0.4871794871794873,0.0
0.7927927927927928,0.3969465648854961,0.3790849673202614,0.4036697247706423,0.5199999999999999,0.5555555555555556,0.48769829870088416,0.4264705882352941,0.0367504835589942,0.5771144278606964,0.13845350052246602,0.6061633281972265,0.5555555555555556,1.0
0.6966966966966966,0.4122137404580153,0.39705882352941174,0.4036697247706423,0.7466666666666667,0.43589743589743596,0.1313559322033898,0.4558823529411765,0.051257253384912965,0.6666666666666665,0.13740856844305122,1.0,0.4358974358974359,1.0
0.5915848051441273,0.3511450381679389,0.3104575163398693,0.4036697247706423,0.27999999999999997,0.6068376068376069,0.41384180790960456,0.573529411764706,0.028046421663442945,0.6865671641791044,0.14942528735632185,0.6061633281972265,0.6068376068376069,0.0
0.6606606606606606,0.43511450381679384,0.43137254901960786,0.4036697247706423,0.6266666666666667,0.6752136752136753,0.48769829870088416,0.9411764705882353,0.0367504835589942,0.5721393034825869,0.1452455590386625,0.6061633281972265,0.6752136752136753,1.0
0.5105105105105106,0.19847328244274812,0.5179738562091504,0.5871559633027515,0.2933333333333333,0.6239316239316239,0.5550847457627118,0.4705882352941177,0.029980657640232115,0.5572139303482586,0.12486938349007315,0.6061633281972265,0.6239316239316239,0.0
0.3033033033033033,0.1450381679389313,0.3790849673202614,0.3119266055045868,0.7600000000000001,0.5555555555555556,0.519774011299435,0.4264705882352941,0.04448742746615088,0.5721393034825869,0.13845350052246602,0.6061633281972265,0.5555555555555556,0.0
0.45345345345345345,0.183206106870229,0.46568627450980393,0.5871559633027515,0.44,0.2478632478632479,0.7217514124293785,0.36764705882352944,0.8810444874274661,0.29850746268656714,0.46603970741901773,0.7159090909090908,0.24786324786324784,0.0
0.3033033033033033,0.2290076335877863,0.5866013071895425,0.5871559633027515,0.3733333333333333,0.6666666666666667,0.2740112994350282,0.5147058823529412,0.3713733075435203,0.4825870646766169,0.27115987460815044,0.26136363636363635,0.6666666666666667,0.0
0.07507507507507508,0.3816793893129771,0.1715686274509804,0.7706422018348618,0.6133333333333334,0.0,0.46610169491525427,0.6323529411764707,0.6876208897485494,0.38805970149253727,0.3244514106583072,0.38636363636363646,0.0,0.0
0.5465465465465466,0.2290076335877863,0.08660130718954248,0.678899082568807,0.30666666666666664,0.4957264957264958,0.3382768361581921,0.5882352941176471,0.6102514506769826,0.7114427860696516,0.4148380355276907,0.2954545454545455,0.49572649572649574,0.0
0.47147147147147145,0.3511450381679389,0.5343137254901961,0.678899082568807,0.6933333333333334,0.33333333333333337,0.18926553672316382,0.4264705882352941,0.42069632495164405,0.9303482587064675,0.6745036572622779,0.6931818181818183,0.33333333333333337,0.0
0.6426426426426426,0.267175572519084,0.4477124183006536,0.8623853211009171,0.24,0.5811965811965812,0.23163841807909602,0.661764705882353,0.7591876208897486,0.6119402985074626,0.7528735632183908,0.45454545454545464,0.5811965811965812,1.0
0.4144144144144144,0.1603053435114504,0.3790849673202614,0.5871559633027515,0.7200000000000001,0.08547008547008549,0.317090395480226,0.39705882352941185,0.3268858800773694,0.7213930348258706,0.9117032392894461,0.556818181818182,0.08547008547008546,0.0
0.8288288288288288,0.29770992366412213,0.43137254901960786,0.7706422018348618,0.8266666666666665,0.8290598290598292,0.2528248587570621,0.7500000000000001,0.42263056092843326,0.38308457711442784,0.5961337513061651,0.7727272727272727,0.8290598290598291,1.0
0.7357357357357357,0.1450381679389313,0.1715686274509804,0.5871559633027515,0.30666666666666664,0.6666666666666667,0.18926553672316382,0.5147058823529412,0.7176015473887815,0.208955223880597,0.46603970741901773,0.9090909090909093,0.6666666666666667,1.0
0.22822822822822822,0.43511450381679384,0.3790849673202614,0.678899082568807,0.5599999999999999,0.2478632478632479,0.4872881355932204,0.36764705882352944,0.8810444874274661,0.626865671641791,0.24764890282131657,0.23863636363636367,0.24786324786324784,0.0
0.47147147147147145,0.29770992366412213,0.1715686274509804,0.5871559633027515,0.68,0.4957264957264958,0.5084745762711864,0.7352941176470588,0.3684719535783365,0.5771144278606964,0.3244514106583072,0.19318181818181823,0.49572649572649574,0.0
0.4894894894894895,0.32824427480916035,0.1895424836601307,0.678899082568807,0.30666666666666664,0.08547008547008549,0.2528248587570621,0.7500000000000001,0.9110251450676983,0.38308457711442784,0.42894461859979105,0.31818181818181823,0.08547008547008546,0.0
0.057057057057057055,0.11450381679389317,0.46568627450980393,0.678899082568807,0.44,0.0,0.317090395480226,0.4705882352941177,0.3684719535783365,0.46766169154228854,0.6760710553814002,0.21590909090909094,0.0,0.0
0.5105105105105106,0.2290076335877863,0.5179738562091504,0.49541284403669694,0.2933333333333333,0.16239316239316237,0.35946327683615825,0.3823529411764706,0.7843326885880076,0.6766169154228854,0.497387669801463,0.2954545454545455,0.16239316239316243,0.0
0.33933933933933935,0.3969465648854961,0.4477124183006536,0.49541284403669694,0.7600000000000001,0.9145299145299145,0.4018361581920904,0.6470588235294118,0.562862669245648,0.6119402985074626,0.39289446185997906,0.38636363636363646,0.9145299145299146,0.0
0.26426426426426425,0.24427480916030533,0.20588235294117646,0.4036697247706423,0.27999999999999997,0.6666666666666667,0.2740112994350282,0.3088235294117648,0.448742746615087,0.37810945273631835,0.6760710553814002,0.26136363636363635,0.6666666666666667,0.0
0.11411411411411411,0.3511450381679389,0.3627450980392157,0.49541284403669694,0.7466666666666667,0.0,0.5084745762711864,0.661764705882353,0.3713733075435203,0.7661691542288556,0.39289446185997906,0.31818181818181823,0.0,0.0
0.43543543543543545,0.1450381679389313,0.32679738562091504,0.4036697247706423,0.4266666666666667,0.16239316239316237,0.35946327683615825,0.3823529411764706,0.7843326885880076,0.6766169154228854,0.497387669801463,0.2954545454545455,0.16239316239316243,0.0
0.6036036036036037,0.29770992366412213,0.2761437908496732,0.5871559633027515,0.2133333333333333,0.6666666666666667,0.2528248587570621,0.6029411764705882,0.4651837524177949,0.26865671641791045,0.30929989550679204,0.21590909090909094,0.6666666666666667,0.0
0.47147147147147145,0.3511450381679389,0.3104575163398693,0.4036697247706423,0.5466666666666666,0.0,0.35946327683615825,0.661764705882353,0.8810444874274661,0.46268656716417905,0.6018808777429467,0.8181818181818182,0.0,0.0
0.43543543543543545,0.282442748091603,0.34477124183006536,0.49541284403669694,0.5333333333333333,0.33333333333333337,0.6362994350282486,0.4705882352941177,0.6711798839458415,0.7412935323383084,0.622257053291536,0.6061633281972265,0.33333333333333337,0.0
0.5105105105105106,0.1297709923664122,0.29248366013071897,0.678899082568807,0.4266666666666667,0.5811965811965812,0.2528248587570621,0.25,0.3684719535783365,0.6019900497512437,0.38662486938349006,0.26136363636363635,0.5811965811965812,0.0
